specie,a,aloc,intrado,interdo,e,tr,trmo
Acrocephalus scirpaceus,0.27407117,0.156555857,0.127351878,1.332791782,0.228035645,0.229333273,-0.073776782
Apus apus,0.130705018,-0.054266275,0.261661221,1.415057043,-0.132601275,0.687060189,-0.089679133
Motacilla alba,0.969379489,0.674871223,0.878758206,1.908648607,0.190091687,0.777942754,0.603448142
Ardeola ralloides,0.345049618,0.328758241,0.258031239,1.16826126,0.451730858,0.73797441,0.116738081
Circus cyaneus,-0.272946608,-0.246821705,-0.261056224,0.263343392,-0.317824707,-0.027560689,-0.081854166
Sylvia atricapilla,1.165805921,1.528813441,0.889648153,1.085996,0.917176734,1.548657012,1.107540706
Saxicola rubicola,0.410985812,0.372961762,0.359670742,1.250526521,0.24211463,0.915627645,0.093425078
Luscinia megarhynchos,0.207215328,0.180249696,0.221731417,1.085996,0.31945168,0.805038177,-0.019254436
Phylloscopus collybita,1.123036026,0.834152157,0.918688011,1.908648607,0.350370815,0.988684934,0.840668172
Phasianus colchicus,0.435650085,0.81553806,0.635549394,0.674669696,0.438602995,1.332286314,1.376991718
Cuculus canorus,-0.075548784,-0.130563136,-0.039627306,0.839200217,-0.151329521,0.237599805,-0.402364785
Cyanistes caeruleus,1.219021677,1.43393818,0.769858738,1.250526521,1.010798554,1.235955758,0.619262811
Phoenicurus ochruros,0.272153037,0.119851553,0.214471452,1.415057043,-0.238990387,0.461829485,0.05117026
Serinus serinus,0.344101401,0.421536572,0.27618115,1.003730739,0.192810661,0.877069631,-0.081854166
Podiceps cristatus,2.548665581,2.399921501,2.548550047,1.826383347,2.386205988,2.366483132,2.401832423
Threskiornis aethiopicus,-0.146454629,0.087192476,-0.086817076,0.181078131,0.1544484,0.367615334,0.080168665
Aegithalos caudatus,1.42309905,1.793081719,0.813418525,1.16826126,1.292531561,1.566409186,1.049258199
Tachybaptus ruficollis,2.425970126,2.184778458,1.778993807,1.908648607,2.007798145,1.873802089,1.789548292
Picus viridis,0.714878443,1.114863735,0.537539873,0.839200217,0.430303483,0.910288843,1.130076609
Parus major,1.628955726,1.55582026,1.328876007,1.661852825,0.679919991,1.308410927,1.542161689
Acrocephalus arundinaceus,-0.162918739,-0.055321804,-0.199346526,0.345608653,-0.01282916,0.50397792,-0.345431977
Passer montanus,0.345693929,0.375064064,0.250771275,1.085996,-0.075251577,0.490430209,0.141716298
Emberiza schoeniclus,0.408339655,0.63186969,0.236251346,0.839200217,0.419829683,1.006387277,0.228640495
Streptopelia turtur,0.091645835,-0.015442219,0.167281683,1.16826126,-0.027074368,0.434214992,0.039028071
Trithemis annulata,-0.46459649,-0.320976468,-0.493375089,-0.559309215,0.335743749,-0.53919587,-0.582652007
Acrocephalus melanopogon,-0.421752753,-0.276500626,-0.467965213,-0.394778694,-0.539878029,-0.178826742,-0.582652007
Himantopus himantopus,1.265361206,1.14661083,2.26541143,1.661852825,1.37985449,1.788903097,2.250432922
Motacilla flava,0.154734454,0.281225822,0.091052055,0.756934957,-0.060940597,0.495196996,0.356343945
Chloris chloris,0.323348348,0.182871286,0.167281683,1.415057043,-0.408749782,0.486855118,-0.300953222
Corvus monedula,0.270613778,0.188648881,0.167281683,1.250526521,-0.164100934,0.301665428,0.168544754
Podarcis siculus,0.576956722,1.057546812,0.283441115,0.674669696,1.193887757,0.044010206,0.201205483
Crocothemis erythraea,-0.424439876,-0.532837711,-0.417145462,0.098812871,-0.380820869,-0.489144602,-0.441802614
Orthetrum cancellatum,0.466282038,2.031844285,0.141871807,-0.065717651,2.121074081,-0.167386452,0.061230931
Grus grus,-0.474484231,-0.615131999,-0.369955692,-0.065717651,-0.516704492,-0.110185004,-0.099739803
Oenanthe oenanthe,-0.409525115,-0.54570814,-0.344545816,0.263343392,-0.59527706,-0.294500783,-0.457452547
Plegadis falcinellus,-0.163741206,-0.057026949,-0.083187094,0.345608653,-0.251544987,0.166790433,0.129008083
Galerida cristata,0.345312622,1.51588641,0.145501789,0.01654761,0.533435593,0.835545617,1.520698925
Pandion haliaetus,0.004748655,-0.004043471,0.228991381,0.839200217,0.098566101,0.557927919,0.228640495
Riparia riparia,-0.34347241,-0.429647008,-0.308245994,0.345608653,-0.563350204,-0.128248619,-0.345431977
Garrulus glandarius,0.985194323,1.060162622,0.715409004,1.332791782,0.497368764,0.95265482,0.725884287
Anthus pratensis,0.164779696,0.083896111,0.094682037,1.16826126,-0.326329307,0.461829485,-0.271811968
Hieraaetus pennatus,-0.498291557,-0.577994172,-0.475225178,-0.394778694,-0.263881018,-0.178826742,-0.582652007
Ischnura elegans,0.575922752,3.235631386,0.203581505,-0.312513433,3.706696266,0.389027641,0.646579057
Motacilla cinerea,-0.199368618,-0.299959721,-0.261056224,0.756934957,-0.113011106,-0.005315681,-0.394852817
Upupa epops,-0.147877545,-0.149359176,-0.010587448,0.592404435,-0.257984099,0.607433172,-0.070472397
Coracias garrulus,-0.544524737,-0.681976539,-0.504265036,-0.641574476,-0.752103375,-0.338990799,-0.582652007
Saxicola rubetra,-0.385694513,-0.538444314,-0.297356047,0.427873914,-0.507043397,-0.298949785,-0.357292979
Troglodytes troglodytes,0.502347635,0.652405755,0.192691558,1.003730739,0.351149058,0.580469527,0.001612141
Tarentola mauritanica,-0.545904513,-0.588667364,-0.486115125,-0.806104998,-0.339150916,0.301665428,-0.582652007
Tringa glareola,-0.078236435,-0.221329353,0.181801612,1.085996,-0.206290912,0.376027311,-0.099739803
Dendrocopos major,0.530465765,1.065212681,0.228991381,0.592404435,0.510861082,0.971442392,0.441707213
Falco columbarius,-0.550258638,-0.74276554,-0.536934876,-0.559309215,-0.801048559,-0.939606011,-0.582652007
Falco peregrinus,-0.264348424,-0.265606576,-0.293726065,0.345608653,-0.499008098,-0.001803311,-0.582652007
Gallinago gallinago,0.52255226,0.472294689,0.185431594,1.332791782,-0.106903973,0.565161134,-0.219169703
Lasiommata megera,-0.421273352,-0.107659076,-0.467965213,-0.559309215,0.530717712,-0.338990799,-0.300953222
Papilio machaon,-0.508437688,-0.647457469,-0.438925355,-0.312513433,-0.602536054,-0.266188955,-0.582652007
Tringa nebularia,0.650963061,0.635463148,1.408735616,1.332791782,0.382506227,1.495145979,1.743634738
Accipiter nisus,-0.040191403,-0.074852716,-0.119486916,0.839200217,-0.18424306,0.333698239,-0.402364785
Actitis hypoleucos,0.606293372,0.444485356,1.176416751,1.579587564,0.158178229,1.333310381,1.273245874
Anthus spinoletta,-0.276103994,-0.289978311,-0.239276331,0.345608653,-0.543658363,0.040345125,-0.345431977
Calidris pugnax,-0.058746885,-0.1363331,0.330630884,0.921465478,-0.180600522,0.523431045,0.370790036
Charadrius dubius,0.036873004,0.181436181,-0.017847413,0.592404435,-0.363122928,0.498230406,0.134399447
Falco vespertinus,-0.549359861,-0.738340083,-0.497005071,-0.559309215,-0.89471023,-0.839503476,-0.300953222
Sitta europaea,-0.347157818,0.428661824,-0.435295373,-0.641574476,0.732343137,0.118620792,-0.260710538
Sympetrum sanguineum,-0.415885903,1.354356031,-0.442555337,-0.970635519,3.762931908,0.19488939,2.422135038
Amandava amandava,-0.589187032,-0.878576763,-0.576864681,-1.135166041,-1.136430858,-1.139811082,-0.582652007
Anas crecca,1.686525476,1.549416969,1.477705279,1.744118086,1.135430816,1.685304918,1.483139087
Locustella luscinioides,-0.439347528,-0.090115229,-0.489745107,-0.641574476,-0.388605797,0.004217894,-0.582652007
Sterna hirundo,-0.026020688,0.024857804,0.602879554,0.674669696,0.17445568,1.262649768,0.789098601
Tringa ochropus,-0.307892528,-0.435865571,-0.2864661,0.592404435,-0.305943842,-0.011382501,-0.377780163
Curruca melanocephala,0.724576613,0.908083536,0.980397709,1.085996,0.149200983,0.805038177,1.348996808
Cygnus olor,1.764000344,3.090536575,1.521265066,0.674669696,3.343793119,2.725017242,2.846724512
Numenius arquata,0.37497153,0.642698552,0.929577958,0.756934957,0.203387741,1.329384792,2.140436253
Pararge aegeria,-0.401304515,-0.503323798,-0.420775444,0.181078131,-0.060191658,-0.480312025,-0.582652007
Podarcis muralis,-0.218792892,0.104291022,-0.340915834,-0.065717651,1.407775396,-0.396192248,-0.260710538
Spinus spinus,-0.15526802,0.129845572,-0.2864661,0.098812871,0.488689219,0.111470611,-0.441802614
Circaetus gallicus,-0.435707712,-0.178731952,-0.417145462,-0.559309215,-0.040449964,0.361726949,-0.300953222
Fringilla montifringilla,-0.512563539,-0.502122015,-0.52604493,-0.641574476,-0.289125465,-0.911005287,-0.582652007
Ichthyaetus melanocephalus,-0.048756475,-0.014080632,0.080162108,0.674669696,-0.415980043,0.601102577,0.201205483
Regulus ignicapilla,-0.318454055,-0.311349826,-0.351805781,0.181078131,-0.195038273,-0.43320495,-0.450087873
Remiz pendulinus,-0.132348891,-0.0394682,-0.242906313,0.427873914,-0.38309661,0.021378329,-0.469972493
Vanellus vanellus,0.578904153,0.543899659,0.602879554,1.332791782,-0.071978197,0.797657345,0.653187826
Alauda arvensis,-0.028828212,0.164420644,-0.188456579,0.427873914,-0.201849489,0.42178847,-0.469972493
Aythya ferina,0.889983584,1.217937034,0.766228756,1.003730739,1.033121679,1.766869946,0.836275209
Dama dama,-0.568589573,-0.650691022,-0.504265036,-0.970635519,-0.520997428,-0.338990799,0.168544754
Emberiza calandra,0.071374239,0.243210547,0.069272162,0.592404435,0.427451751,1.007843314,0.236835369
Mareca strepera,1.140712726,1.409514035,0.827938454,1.16826126,0.731179779,1.759710633,0.58299814
Netta rufina,0.345127993,0.997964433,0.09831202,0.345608653,1.763371288,0.251087305,0.722058157
Pimelia bipunctata,-0.541895482,0.020928535,-0.540564859,-1.05290078,0.90502916,0.862239626,-0.582652007
Ptyonoprogne rupestris,-0.476533321,-0.042148072,-0.486115125,-0.806104998,0.564155078,-0.018662686,-0.13193395
Recurvirostra avosetta,0.373571158,0.464530698,1.3506559,1.003730739,0.244511641,1.38128981,2.171736118
Spatula querquedula,-0.087640709,0.048586667,-0.123116898,0.427873914,-0.201603143,0.742116584,-0.357292979
Sympetrum fonscolombii,-0.433138009,-0.577085636,-0.369955692,0.181078131,-0.510710149,-0.244776648,-0.450087873
Tringa totanus,0.461467891,0.537937108,0.991287656,1.085996,0.298561619,1.377052666,1.751423644
Calandrella brachydactyla,-0.559133252,-0.69288586,-0.55871477,-0.806104998,-0.512786128,-0.979647026,-0.582652007
Charadrius hiaticula,-0.014532025,0.138529921,0.167281683,0.510139174,-0.192516897,0.843172477,0.275858577
Columba oenas,-0.565683272,-0.832459997,-0.540564859,-0.477043955,-1.002155706,-1.139811082,-0.582652007
Ixobrychus minutus,-0.293339492,-0.161254077,-0.337285852,0.01654761,0.26085048,-0.018662686,-0.432412655
Lanius collurio,-0.404235882,-0.452474951,-0.359065745,0.01654761,-0.426651766,-0.28560278,-0.432412655
Muscicapa striata,-0.135078291,-0.126442147,-0.17393665,0.592404435,-0.187176283,-0.084184345,-0.275344241
Nycticorax nycticorax,0.435953663,0.452233958,0.29070108,1.16826126,1.007507216,0.793203395,0.194448091
Podiceps nigricollis,0.161819264,0.155600839,0.570209714,1.003730739,0.087456798,0.728769579,0.836275209
Spatula clypeata,1.621694953,1.868948375,1.336135971,1.332791782,1.043222057,1.985971314,1.307455973
Apis mellifera,-0.381542719,-0.427227751,-0.391735586,0.098812871,0.127694924,-0.589247137,-0.441802614
Bufo bufo,-0.352873235,1.400692883,-0.547824823,-0.888370258,6.518518721,-0.53919587,-0.582652007
Falco subbuteo,-0.257039394,-0.169045045,-0.261056224,0.181078131,0.14454545,0.367615334,-0.582652007
Gonepteryx rhamni,-0.558979866,-0.733468682,-0.547824823,-0.723839737,-0.652205298,-0.872870988,-0.582652007
Numenius phaeopus,-0.394428311,-0.512670511,-0.359065745,0.263343392,-0.709403576,-0.205520752,-0.457452547
Oriolus oriolus,-0.116090664,-0.163276516,-0.213866455,0.756934957,-0.093689143,-0.138785728,-0.488752412
Phoenicopterus roseus,2.761315001,3.317035644,5.006048038,1.332791782,3.696029773,3.303449845,5.451154238
Procambarus clarkii,-0.44694646,-0.234070058,-0.475225178,-0.559309215,0.928018394,0.061419343,-0.582652007
Sympetrum striolatum,-0.484913504,-0.621557081,-0.497005071,-0.147982912,-0.403217309,-0.955006402,-0.582652007
Tadorna tadorna,0.786131047,0.807217795,1.837073523,1.332791782,0.972202638,2.089302964,2.107117042
Theba pisana,-0.570035914,-0.806053372,-0.551454805,-0.723839737,-0.892860332,-0.872870988,-0.582652007
Tringa erythropus,0.242119509,0.369966976,0.867868259,0.839200217,-0.072289853,1.390781013,1.670938277
Vanessa cardui,-0.47904963,-0.648940542,-0.424405426,0.01654761,-0.441058684,-0.445766837,-0.282173303
Anacridium aegyptium,-0.489766884,-0.444912156,-0.500635054,-0.559309215,0.219903129,-0.639298405,-0.582652007
Anser anser,0.769209284,1.386808082,0.472200193,0.674669696,0.596398215,0.879648763,0.887080787
Calidris minuta,0.107991047,0.676772151,0.167281683,0.181078131,0.47849709,1.498185145,0.742989336
Cecropis daurica,-0.577042159,-0.761676133,-0.555084788,-0.970635519,-0.802613483,-0.605930893,-0.582652007
Charadrius alexandrinus,-0.232436202,-0.328659639,-0.119486916,0.674669696,-0.403446459,0.113646753,-0.092741076
Erythromma viridulum,-0.578287386,-0.695827131,-0.569604717,-1.05290078,-0.923195899,-1.139811082,-0.582652007
Hydrocoloeus minutus,-0.548802459,-0.706048464,-0.515154983,-0.641574476,-0.794458797,-0.682199492,-0.582652007
Jynx torquilla,-0.383105703,-0.313072079,-0.417145462,-0.147982912,0.176048657,-0.215787678,-0.582652007
Larus canus,-0.521226506,-0.637882904,-0.507895018,-0.477043955,-0.645872431,-0.516950862,-0.582652007
Pernis apivorus,-0.357144855,-0.367161826,-0.417145462,0.098812871,-0.061769812,-0.288939531,-0.582652007
Phylloscopus trochilus,-0.233312174,-0.271848927,-0.348175799,0.510139174,-0.383751117,-0.529662295,-0.582652007
Polyommatus icarus,-0.366855273,-0.312303009,-0.377215657,-0.065717651,0.12865023,-0.567796594,-0.260710538
Sus scrofa,-0.489686344,-0.444515585,-0.471595196,-0.559309215,0.284265451,-0.138785728,-0.582652007
Trachemys scripta,-0.363636267,-0.128924367,-0.435295373,-0.312513433,0.917041896,-0.630198175,-0.172908319
Turdus philomelos,-0.112769102,0.048648795,-0.235646349,0.345608653,0.035103699,0.251087305,-0.464041992
Aeshna mixta,-0.488400302,-0.270102782,-0.497005071,-0.723839737,0.343108415,-0.072050704,-0.582652007
Aglais io,-0.442913617,-0.214212873,-0.457075267,-0.559309215,0.763989507,0.061419343,-0.582652007
Anax parthenope,-0.524078172,-0.416715346,-0.529674912,-0.806104998,0.094310079,-0.338990799,-0.582652007
Apus melba,-0.496849023,-0.47978367,-0.511525,-0.559309215,-0.386833185,-0.639298405,-0.582652007
Calidris temminckii,-0.52571996,-0.657549724,-0.515154983,-0.477043955,-0.846285009,-0.783890956,-0.582652007
Chlidonias niger,-0.463884075,-0.525787354,-0.435295373,-0.230248172,-0.799251161,-0.472460846,-0.394852817
Cyprinus carpio,-0.551719679,-0.63448034,-0.547824823,-0.806104998,-0.436745224,-0.979647026,-0.582652007
Gelochelidon nilotica,-0.467546738,-0.656814589,-0.377215657,0.181078131,-0.739504815,-0.338990799,-0.582652007
Haematopus ostralegus,-0.36739528,-0.502403115,-0.144896792,0.427873914,-0.533260869,-0.0587037,-0.13193395
Halyomorpha halys,-0.509636841,-0.409523986,-0.518784965,-0.723839737,0.438887519,-0.605930893,-0.582652007
Larus fuscus,-0.470753934,-0.512512153,-0.475225178,-0.312513433,-0.748402889,-0.484594487,-0.582652007
Lepomis gibbosus,-0.576809324,-0.666715997,-0.569604717,-1.05290078,-0.424894387,-1.139811082,-0.582652007
Leptotes pirithous,-0.476367262,-0.566764394,-0.475225178,-0.230248172,-0.17855355,-0.739400941,-0.582652007
Lycaena phlaeas,-0.480836504,-0.581435031,-0.467965213,-0.230248172,-0.525862221,-0.672665917,-0.394852817
Macroglossum stellatarum,-0.542311362,-0.624037341,-0.522414947,-0.723839737,-0.453928599,-0.472460846,-0.582652007
Melitaea didyma,-0.473407198,-0.017519889,-0.489745107,-0.806104998,1.189025658,-0.178826742,-0.13193395
Milvus migrans,0.225945534,0.75087448,0.069272162,0.345608653,1.55577909,0.082493561,0.366228112
Monticola solitarius,-0.581238022,-0.753941296,-0.555084788,-1.05290078,-1.078449174,-0.338990799,-0.582652007
Orthetrum coerulescens,-0.542046275,-0.558271441,-0.544194841,-0.806104998,-0.159461162,-0.819482969,-0.582652007
Oryctes nasicornis,-0.587858136,-0.88432755,-0.573234699,-1.05290078,-1.155744932,-1.139811082,-0.582652007
Oxythyrea funesta,-0.386013705,-0.366207911,-0.391735586,-0.065717651,0.356740469,-0.453393697,-0.421681273
Pluvialis squatarola,0.222261364,0.582697266,0.417750459,0.510139174,0.158534211,1.720261358,0.597800046
Prunella modularis,-0.178912112,-0.131176653,-0.293726065,0.427873914,-0.22079235,-0.0587037,-0.582652007
Thalasseus sandvicensis,0.310499587,0.372514087,0.254401257,1.003730739,-0.388596875,0.521149506,0.252011061
Tyto alba,-0.577097067,-0.852410946,-0.547824823,-0.723839737,-1.048552702,-0.739400941,-0.582652007
Acrocephalus schoenobaenus,-0.395666407,-0.429970973,-0.442555337,0.01654761,-0.492228567,-0.499154856,-0.582652007
Agrius convolvuli,-0.574029176,-0.810238753,-0.562344752,-0.806104998,-0.906916977,-1.139811082,-0.582652007
Amata phegea,-0.563889251,-0.412249088,-0.562344752,-1.05290078,0.103222774,0.061419343,-0.582652007
Ameles spallanzania,-0.580941062,-0.748092522,-0.555084788,-1.05290078,-0.805415378,0.061419343,-0.582652007
Anax ephippiger,-0.587302862,-0.896402375,-0.569604717,-0.970635519,-1.19629835,-1.139811082,-0.582652007
Anthus trivialis,-0.463034569,-0.103572768,-0.493375089,-0.723839737,-0.367911267,-0.205520752,-0.582652007
Argiope lobata,-0.587074628,-0.795367192,-0.576864681,-1.135166041,-0.856970694,-1.139811082,-0.582652007
Athene noctua,-0.481249982,-0.688566568,-0.467965213,0.181078131,-0.701798759,-0.810061554,-0.582652007
Botaurus stellaris,-0.403729866,-0.416054785,-0.442555337,-0.065717651,-0.286416211,-0.510595145,-0.421681273
Calidris alba,-0.472676813,-0.651593856,-0.438925355,0.098812871,-0.469644129,-0.53919587,-0.582652007
Calidris ferruginea,-0.220801275,-0.085077187,-0.130376863,0.181078131,-0.520472355,0.084972881,0.080168665
Callophrys rubi,-0.579291458,-0.829013802,-0.555084788,-0.888370258,-0.969973165,-0.939606011,-0.582652007
Celastrina argiolus,-0.38477431,-0.040662871,-0.438925355,-0.477043955,1.23267623,-0.694910925,-0.081854166
Cerambyx cerdo,-0.58725741,-0.802567143,-0.576864681,-1.135166041,-0.8811518,-1.139811082,-0.582652007
Certhia brachydactyla,-0.248035213,0.0220137,-0.337285852,-0.065717651,0.124103842,0.519030933,-0.582652007
Chalcolestes parvidens,-0.582504146,-0.615331602,-0.576864681,-1.135166041,-0.252319387,-1.139811082,-0.582652007
Clangula hyemalis,-0.580486658,-0.806903478,-0.562344752,-0.970635519,-0.995810933,-1.139811082,-0.582652007
Cornu aspersum,-0.565488792,-0.776200799,-0.540564859,-0.723839737,-0.90143766,-0.605930893,-0.582652007
Corvus corax,-0.545799253,-0.689148592,-0.489745107,-0.641574476,-0.813300556,-0.567796594,-0.260710538
Emberiza cirlus,-0.422177292,-0.338559459,-0.475225178,-0.312513433,-0.373405844,-0.484594487,-0.582652007
Falco naumanni,-0.572151993,-0.795449948,-0.555084788,-0.806104998,-0.892525357,-0.819482969,-0.582652007
Gavia stellata,-0.552857947,-0.568703582,-0.555084788,-0.888370258,-0.919628024,-1.139811082,-0.582652007
Graphosoma italicum,-0.529113477,-0.699404615,-0.507895018,-0.394778694,-0.696906768,-0.659318912,-0.582652007
Harmonia axyridis,-0.371986079,0.135024928,-0.36632571,-0.559309215,1.423817306,0.061419343,0.262444349
Hierophis viridiflavus,-0.543096497,-0.754485046,-0.533304894,-0.394778694,-0.719667601,-1.059729054,-0.582652007
Hipparchia statilinus,-0.586320672,-0.765668141,-0.573234699,-1.135166041,-0.757226137,-1.139811082,-0.582652007
Hippolais polyglotta,-0.460697546,-0.476500282,-0.438925355,-0.312513433,-0.41287233,-0.193387111,-0.582652007
Hyphantria cunea,-0.575633862,-0.344704654,-0.576864681,-1.135166041,0.656583884,-1.139811082,-0.582652007
Lanius senator,-0.528590755,-0.719625494,-0.511525,-0.312513433,-0.833321055,-0.703000019,-0.582652007
Linaria cannabina,-0.096386455,0.20320615,-0.17393665,0.181078131,0.106165644,0.320508258,0.080168665
Maniola jurtina,-0.279889252,-0.221990775,-0.348175799,0.181078131,0.276923894,-0.291883723,-0.317523739
Mareca penelope,0.736419267,0.924744011,0.562949749,1.085996,0.312213673,0.776437453,0.785599237
Micropterus salmoides,-0.560532249,0.250162089,-0.562344752,-1.135166041,1.85338674,0.461829485,-0.582652007
Nomophila noctuella,-0.568933736,-0.770095918,-0.551454805,-0.806104998,-0.857870576,-0.979647026,-0.582652007
Oedipoda caerulescens,-0.542788289,-0.564117169,-0.533304894,-0.806104998,-0.182565963,-0.338990799,-0.582652007
Otus scops,-0.536541343,-0.728663678,-0.511525,-0.394778694,-0.703499736,-0.739400941,-0.582652007
Pieris brassicae,-0.564042929,-0.766708484,-0.55871477,-0.723839737,-0.760720139,-1.139811082,-0.582652007
Pieris rapae,-0.500170851,-0.617853971,-0.44618532,-0.312513433,-0.424807256,-0.411792643,-0.377780163
Polistes dominula,-0.575459337,-0.791276087,-0.562344752,-0.888370258,-0.896839243,-1.139811082,-0.582652007
Pontia edusa,-0.560083962,-0.791144136,-0.533304894,-0.559309215,-0.842787516,-0.739400941,-0.582652007
Rana dalmatina,-0.584244135,-0.813148099,-0.573234699,-1.05290078,-0.916688042,-1.139811082,-0.582652007
Satyrium ilicis,-0.564751524,-0.429231956,-0.55871477,-1.05290078,0.046185642,-0.338990799,-0.582652007
Scopula imitaria,-0.589692365,-0.89848229,-0.576864681,-1.135166041,-1.203283764,-1.139811082,-0.582652007
Sphingonotus personatus,-0.581965615,-0.768271573,-0.569604717,-1.05290078,-0.76596979,-0.739400941,-0.582652007
Sylvia borin,-0.365372683,-0.135142465,-0.453445284,-0.312513433,-0.274270127,-0.266188955,-0.377780163
Thomisus onustus,-0.56132331,-0.361711674,-0.518784965,-1.05290078,-0.043837147,0.862239626,-0.582652007
Tringa stagnatilis,-0.482079848,-0.612970898,-0.304616012,-0.147982912,-0.64513524,0.030618563,-0.062592711
Utetheisa pulchella,-0.589474652,-0.88990638,-0.576864681,-1.135166041,-1.174481489,-1.139811082,-0.582652007
Vanessa atalanta,-0.218466891,-0.170484643,-0.250166278,0.345608653,0.593036162,-0.254693927,-0.226821962
Vespa crabro,-0.45314008,-0.264566626,-0.482485142,-0.559309215,0.743967257,-0.338990799,-0.582652007
Vulpes vulpes,-0.547955442,-0.754869341,-0.522414947,-0.477043955,-0.761182218,-0.694910925,-0.582652007
Acanthocardia tuberculata,-0.583369277,-0.844753174,-0.569604717,-0.970635519,-1.022833999,-1.139811082,-0.582652007
Acrida ungarica,-0.572410326,-0.821641756,-0.551454805,-0.723839737,-0.99468399,-1.139811082,-0.582652007
Acrocephalus palustris,-0.487934059,-0.435887567,-0.493375089,-0.559309215,-0.355087541,0.061419343,-0.582652007
Aedes albopictus,-0.585924149,-0.846236762,-0.573234699,-1.05290078,-1.027816644,-1.139811082,-0.582652007
Agelena labyrinthica,-0.579390116,-0.792505544,-0.55871477,-0.970635519,-0.847359819,-0.338990799,-0.582652007
Aiolopus strepens,-0.570111345,-0.670672377,-0.544194841,-0.970635519,-0.724094275,-0.338990799,-0.582652007
Alopochen aegyptiaca,-0.584328089,-0.814801611,-0.565974734,-1.05290078,-0.92224138,-0.739400941,-0.582652007
Ameiurus,-0.582482953,-0.77846079,-0.573234699,-1.05290078,-0.800190374,-1.139811082,-0.582652007
Anas acuta,0.437403932,0.557657846,0.174541647,1.003730739,0.128432052,0.758429589,0.085078447
Anthus cervinus,-0.580729604,-0.843176277,-0.565974734,-0.888370258,-1.017537977,-1.139811082,-0.582652007
Arachnocephalus vestitus,-0.586840542,-0.786146303,-0.576864681,-1.135166041,-0.826002246,-1.139811082,-0.582652007
Araneus angulatus,-0.571857214,-0.569181877,-0.569604717,-1.05290078,-0.097325081,-0.739400941,-0.582652007
